Employee ID,Full Name,First Name,Middle Name,Last Name,Gender,Date of Birth,National ID,KRA PIN,SHA Number,NSSF Number,Phone Number,Email,Department,Position,Seniority Level,Hire Date,Basic Salary (KES),Bonus (KES),Gross Salary (KES),NSSF Deduction (KES),PAYE (KES),Net Salary (KES),Bank Name,Bank Account No,Leave Days Remaining,Employment Status,Title
EMP-264,Njeri Kariuki Barasa,Njeri,Kariuki,Barasa,Female,1997-10-14,23449169,A23449169V,SHA7831299927,5002629,0768432185,njeri.barasa73@company.co.ke,Operations,Logistics Coordinator,Mid-level,2018-10-27,70000,2000,72000,2160,13335,56505,NCBA Bank,3798377132808,57,Active,Ms.
EMP-265,Paul Odhiambo Kyalo,Paul,Odhiambo,Kyalo,Male,1999-07-11,13836038,A13836038Q,SHA7283143895,2638360,0776343171,paul.kyalo83@company.co.ke,Procurement,Head of Procurement,Manager,2024-02-17,128000,2000,130000,2160,30735,97105,Co-operative Bank,2225808550043,23,Active,Mr.
EMP-266,George Kiprotich Koskei,George,Kiprotich,Koskei,Male,1996-06-10,31345075,A31345075X,SHA4478233603,3461642,0786541203,george.koskei87@company.co.ke,Procurement,Head of Procurement,Manager,2017-03-12,129000,9000,138000,2160,33135,102705,Co-operative Bank,7860314768654,57,Active,Mr.
EMP-267,Rehema Njenga Kariuki,Rehema,Njenga,Kariuki,Female,1978-05-28,23562614,A23562614B,SHA4640572126,5935599,0714185545,rehema.kariuki31@company.co.ke,Procurement,Head of Procurement,Senior Leader,2024-03-15,150000,21000,171000,2160,43035,125805,Standard Chartered Kenya,1936165000031,31,Active,Ms.
EMP-268,Naomi Gichuru Makau,Naomi,Gichuru,Makau,Female,1979-03-01,28291151,A28291151G,SHA6039758047,3333188,0719629584,naomi.makau83@company.co.ke,ICT,Network Engineer,Mid-level,2018-03-27,81000,3000,84000,2160,16935,64905,DTB Bank,7339047381755,42,Active,Mrs.
EMP-269,Lydia Simiyu Cheruiyot,Lydia,Simiyu,Cheruiyot,Female,1986-04-06,23953793,A23953793V,SHA8989295264,8142130,0767011913,lydia.cheruiyot78@company.co.ke,Human Resources,HR Specialist,Mid-level,2020-01-18,68000,3000,71000,2160,13035,55805,Co-operative Bank,9961253388356,51,Active,Ms.
EMP-270,Wangari Musyoka Makau,Wangari,Musyoka,Makau,Female,1979-12-24,29339175,A29339175U,SHA2576124271,1635269,0780653292,wangari.makau97@company.co.ke,ICT,IT Manager,Manager,2022-09-29,97000,7000,104000,2160,22935,78905,Family Bank,7484133097142,61,Active,Mrs.
EMP-271,Judith Njoroge Ngugi,Judith,Njoroge,Ngugi,Female,1991-08-19,34886856,A34886856V,SHA3872118270,6242875,0754495054,judith.ngugi54@company.co.ke,Sales,Senior Sales Rep,Mid-level,2020-04-04,72000,4000,76000,2160,14535,59305,KCB Bank,7046899854667,49,Active,Ms.
EMP-272,Esther Akinyi Mwangi,Esther,Akinyi,Mwangi,Female,2000-05-09,31115805,A31115805Z,SHA9811640292,5894806,0727789051,esther.mwangi79@company.co.ke,Procurement,Procurement Officer,Junior,2020-09-01,50000,0,50000,2160,6735,41105,Stanbic Bank Kenya,6042408849894,61,Active,Mrs.
EMP-273,Faith Gitau Muriuki,Faith,Gitau,Muriuki,Female,1977-03-20,32117593,A32117593J,SHA7213328054,3942713,0730689702,faith.muriuki64@company.co.ke,Procurement,Procurement Manager,Specialist,2015-05-16,75000,3000,78000,2160,15135,60705,NCBA Bank,4180358508220,53,Active,Ms.
EMP-274,Zawadi Kinuthia Njenga,Zawadi,Kinuthia,Njenga,Female,1990-12-25,34641069,A34641069W,SHA8910612643,1911435,0781473736,zawadi.njenga30@company.co.ke,Human Resources,HR Officer,Junior,2020-05-04,40000,1000,41000,2160,4035,34805,Absa Bank Kenya,1923916160646,54,Active,Mrs.
EMP-275,Tabitha Muthoni Akinyi,Tabitha,Muthoni,Akinyi,Female,1985-05-09,36753252,A36753252S,SHA7222637202,6296376,0723190487,tabitha.akinyi33@company.co.ke,Engineering,Software Engineer,Junior,2024-08-16,54000,2000,56000,2160,8535,45305,KCB Bank,8597128159441,13,Active,Mrs.
EMP-276,Irene Musyoka Mutuku,Irene,Musyoka,Mutuku,Female,1978-11-15,33161897,A33161897T,SHA5265825306,6255795,0757179735,irene.mutuku29@company.co.ke,Customer Service,Customer Rep,Junior,2016-02-05,37000,0,37000,2160,2835,32005,KCB Bank,1148918550068,47,Active,Ms.
EMP-277,Amina Otieno Otieno,Amina,Otieno,Otieno,Female,1989-05-25,32032025,A32032025V,SHA5113699666,2449322,0767308741,amina.otieno89@company.co.ke,Engineering,DevOps Engineer,Manager,2015-11-07,108000,6000,114000,2160,25935,85905,Co-operative Bank,5454672489491,43,Active,Ms.
EMP-278,Caroline Akinyi Limo,Caroline,Akinyi,Limo,Female,1987-03-21,22844603,A22844603J,SHA6963950489,2007616,0776042812,caroline.limo14@company.co.ke,Operations,Operations Analyst,Specialist,2017-04-01,52000,2000,54000,2160,7935,43905,Absa Bank Kenya,8748885203315,44,Active,Ms.
EMP-279,Amina Kariuki Muthoni,Amina,Kariuki,Muthoni,Female,1987-10-01,12362645,A12362645E,SHA2915048861,9350043,0779173535,amina.muthoni91@company.co.ke,Finance,Accountant,Junior,2022-11-07,47000,1000,48000,2160,6135,39705,KCB Bank,1665431711636,53,On Leave,Mrs.
EMP-280,Tabitha Simiyu Odundo,Tabitha,Simiyu,Odundo,Female,1986-09-28,22899124,A22899124M,SHA3070459171,9980912,0755642455,tabitha.odundo11@company.co.ke,Customer Service,Customer Rep,Junior,2022-04-04,47000,0,47000,2160,5835,39005,Standard Chartered Kenya,6328687909243,61,Active,Ms.
EMP-281,Naomi Wambui Musyoka,Naomi,Wambui,Musyoka,Female,1976-04-01,20028424,A20028424W,SHA8283758926,2791270,0789583788,naomi.musyoka31@company.co.ke,ICT,Systems Administrator,Specialist,2017-02-15,70000,2000,72000,2160,13335,56505,Standard Chartered Kenya,2492443168542,59,Active,Ms.
EMP-282,Edwin Abdi Mbugua,Edwin,Abdi,Mbugua,Male,1989-11-28,10550906,A10550906L,SHA5454064409,1940437,0782016051,edwin.mbugua20@company.co.ke,Legal,Head of Legal,Senior Leader,2022-06-26,204000,33000,237000,2160,62835,172005,KCB Bank,3080505814240,47,Active,Mr.
EMP-283,Samuel Otieno Kyalo,Samuel,Otieno,Kyalo,Male,1989-10-06,10639648,A10639648A,SHA1196716790,3190059,0789328380,samuel.kyalo9@company.co.ke,Human Resources,HR Specialist,Mid-level,2023-11-25,83000,2000,85000,2160,17235,65605,Co-operative Bank,1878890588653,39,Active,Mr.
EMP-284,David Abdi Muriuki,David,Abdi,Muriuki,Male,1999-01-19,36992981,A36992981Z,SHA6165304376,6659678,0733279749,david.muriuki43@company.co.ke,Procurement,Procurement Officer,Junior,2018-08-10,53000,1000,54000,2160,7935,43905,I&M Bank,3123106422713,57,Active,Mr.
EMP-285,Winnie Wekesa Mutua,Winnie,Wekesa,Mutua,Female,1977-12-21,18175356,A18175356W,SHA1174800445,2677182,0789689161,winnie.mutua37@company.co.ke,Customer Service,Customer Rep,Junior,2015-01-30,50000,0,50000,2160,6735,41105,Stanbic Bank Kenya,1275555453774,58,Active,Mrs.
EMP-286,Rehema Kiprotich Gichuru,Rehema,Kiprotich,Gichuru,Female,1978-09-04,23825477,A23825477Y,SHA3970715367,4019906,0793070162,rehema.gichuru47@company.co.ke,Operations,Logistics Coordinator,Mid-level,2017-08-23,68000,0,68000,2160,12135,53705,Family Bank,7117327072640,57,Active,Ms.
EMP-287,Isaac Ndungu Kinuthia,Isaac,Ndungu,Kinuthia,Male,1983-06-20,36729895,A36729895F,SHA9209762858,9346913,0770820445,isaac.kinuthia6@company.co.ke,Engineering,Software Engineer,Junior,2017-05-08,55000,1000,56000,2160,8535,45305,Co-operative Bank,1949372952524,50,Active,Mr.
EMP-288,Paul Akinyi Ruto,Paul,Akinyi,Ruto,Male,1981-07-08,13894498,A13894498G,SHA7785025154,8030765,0719868991,paul.ruto61@company.co.ke,Engineering,Senior Software Engineer,Mid-level,2023-04-10,62000,0,62000,2160,10335,49505,Standard Chartered Kenya,6734254357235,50,Active,Mr.
EMP-289,Elijah Chebet Gichuru,Elijah,Chebet,Gichuru,Male,1997-10-02,22996648,A22996648Z,SHA2604106208,8679606,0747662052,elijah.gichuru18@company.co.ke,Procurement,Senior Procurement Officer,Mid-level,2016-06-05,63000,1000,64000,2160,10935,50905,NCBA Bank,7307726500568,62,Active,Mr.
EMP-290,Irene Wekesa Mutua,Irene,Wekesa,Mutua,Female,1975-12-14,30254662,A30254662C,SHA4889428336,4853765,0743105363,irene.mutua32@company.co.ke,Sales,Sales Manager,Manager,2020-03-10,127000,7000,134000,2160,31935,99905,I&M Bank,4809617370026,55,Active,Mrs.
EMP-291,John Wanjiku Owino,John,Wanjiku,Owino,Male,1999-01-23,25792481,A25792481S,SHA3165592658,8142021,0764575354,john.owino28@company.co.ke,Engineering,Software Engineer,Junior,2015-12-07,49000,1000,50000,2160,6735,41105,I&M Bank,2725809305066,46,Active,Mr.
EMP-292,Sharon Njoroge Otieno,Sharon,Njoroge,Otieno,Female,1995-02-13,25410974,A25410974Y,SHA7248493644,3325723,0754681905,sharon.otieno68@company.co.ke,Operations,Operations Officer,Junior,2022-02-07,55000,1000,56000,2160,8535,45305,I&M Bank,7519208674507,63,Active,Mrs.
EMP-293,Zawadi Wairimu Muthama,Zawadi,Wairimu,Muthama,Female,1980-11-18,21264044,A21264044B,SHA9825348931,7106747,0718993381,zawadi.muthama72@company.co.ke,Finance,Senior Accountant,Mid-level,2019-02-06,69000,3000,72000,2160,13335,56505,Equity Bank,7431210821288,52,Active,Ms.
EMP-294,James Kimani Njenga,James,Kimani,Njenga,Male,1977-06-12,26055576,A26055576L,SHA4018690355,4782209,0770721529,james.njenga63@company.co.ke,Customer Service,Customer Rep,Junior,2018-02-09,51000,2000,53000,2160,7635,43205,Standard Chartered Kenya,5706845782158,62,Active,Mr.
EMP-295,Emmanuel Mohamed Mwenda,Emmanuel,Mohamed,Mwenda,Male,1978-03-09,25165877,A25165877G,SHA7961932703,2101048,0725035684,emmanuel.mwenda90@company.co.ke,Customer Service,Customer Service Manager,Manager,2018-03-27,115000,12000,127000,2160,29835,95005,Family Bank,2409124261324,61,Active,Mr.
EMP-296,George Ali Kitheka,George,Ali,Kitheka,Male,1991-11-11,32897657,A32897657P,SHA5862020519,6816664,0765256328,george.kitheka75@company.co.ke,Engineering,Software Engineer,Junior,2024-10-10,41000,0,41000,2160,4035,34805,Family Bank,6128283217184,14,Active,Mr.
EMP-297,Tabitha Ali Kiptoo,Tabitha,Ali,Kiptoo,Female,1994-03-23,14427649,A14427649H,SHA2316386025,5362201,0781848989,tabitha.kiptoo37@company.co.ke,Legal,Legal Officer,Junior,2020-02-11,39000,1000,40000,2160,3735,34105,Family Bank,1832560141878,58,Active,Mrs.
EMP-298,John Akinyi Njenga,John,Akinyi,Njenga,Male,1986-03-12,20624200,A20624200J,SHA3467566824,8396883,0770187134,john.njenga70@company.co.ke,Finance,Accountant,Junior,2022-06-19,52000,2000,54000,2160,7935,43905,Standard Chartered Kenya,4608564935448,53,Probation,Mr.
EMP-299,Joy Kamau Odundo,Joy,Kamau,Odundo,Female,1979-11-18,20744730,A20744730L,SHA1670243704,9512910,0725686844,joy.odundo40@company.co.ke,Human Resources,HR Manager,Manager,2020-05-15,134000,2000,136000,2160,32535,101305,Absa Bank Kenya,6959018468358,62,Active,Mrs.
EMP-300,Moses Njenga Kariuki,Moses,Njenga,Kariuki,Male,1990-06-20,31518881,A31518881G,SHA3261016130,5662844,0791212170,moses.kariuki66@company.co.ke,Marketing,Marketing Officer,Junior,2019-06-04,37000,2000,39000,2160,3435,33405,KCB Bank,8837668713826,57,On Leave,Mr.
